Sample Name	Protocol REF	Parameter Value[Post Extraction]	Extract Name	Protocol REF	Labeled Extract Name	Protocol REF	Parameter Value[PEA Instrument]	Parameter Value[Panel size]	Parameter Value[Panel amount]	Protocol REF	Parameter Value[real-time PCR machine]	Raw Spectral Data File	Protocol REF	Feature Annotation File
INCOV012-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV012-AC	Labelling samples	labeled_INCOV012-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV012-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV012-BL	Labelling samples	labeled_INCOV012-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV013-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV013-AC	Labelling samples	labeled_INCOV013-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV013-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV013-BL	Labelling samples	labeled_INCOV013-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV014-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV014-BL	Labelling samples	labeled_INCOV014-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV015-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV015-AC	Labelling samples	labeled_INCOV015-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV015-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV015-BL	Labelling samples	labeled_INCOV015-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV016-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV016-AC	Labelling samples	labeled_INCOV016-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV016-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV016-BL	Labelling samples	labeled_INCOV016-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV017-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV017-AC	Labelling samples	labeled_INCOV017-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV017-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV017-BL	Labelling samples	labeled_INCOV017-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV018-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV018-AC	Labelling samples	labeled_INCOV018-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV018-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV018-BL	Labelling samples	labeled_INCOV018-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV019-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV019-AC	Labelling samples	labeled_INCOV019-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV019-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV019-BL	Labelling samples	labeled_INCOV019-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV020-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV020-AC	Labelling samples	labeled_INCOV020-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV020-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV020-BL	Labelling samples	labeled_INCOV020-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV022-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV022-AC	Labelling samples	labeled_INCOV022-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV022-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV022-BL	Labelling samples	labeled_INCOV022-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV023-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV023-AC	Labelling samples	labeled_INCOV023-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV023-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV023-BL	Labelling samples	labeled_INCOV023-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV024-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV024-AC	Labelling samples	labeled_INCOV024-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV024-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV024-BL	Labelling samples	labeled_INCOV024-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV025-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV025-AC	Labelling samples	labeled_INCOV025-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV025-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV025-BL	Labelling samples	labeled_INCOV025-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV026-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV026-AC	Labelling samples	labeled_INCOV026-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV026-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV026-BL	Labelling samples	labeled_INCOV026-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV027-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV027-AC	Labelling samples	labeled_INCOV027-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV027-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV027-BL	Labelling samples	labeled_INCOV027-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV028-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV028-AC	Labelling samples	labeled_INCOV028-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV028-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV028-BL	Labelling samples	labeled_INCOV028-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV029-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV029-AC	Labelling samples	labeled_INCOV029-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV029-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV029-BL	Labelling samples	labeled_INCOV029-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV030-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV030-AC	Labelling samples	labeled_INCOV030-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV030-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV030-BL	Labelling samples	labeled_INCOV030-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV031-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV031-AC	Labelling samples	labeled_INCOV031-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV031-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV031-BL	Labelling samples	labeled_INCOV031-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV032-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV032-AC	Labelling samples	labeled_INCOV032-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV032-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV032-BL	Labelling samples	labeled_INCOV032-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV033-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV033-AC	Labelling samples	labeled_INCOV033-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV033-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV033-BL	Labelling samples	labeled_INCOV033-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV034-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV034-AC	Labelling samples	labeled_INCOV034-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV034-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV034-BL	Labelling samples	labeled_INCOV034-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV035-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV035-AC	Labelling samples	labeled_INCOV035-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV035-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV035-BL	Labelling samples	labeled_INCOV035-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV036-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV036-AC	Labelling samples	labeled_INCOV036-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV036-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV036-BL	Labelling samples	labeled_INCOV036-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV039-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV039-AC	Labelling samples	labeled_INCOV039-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV039-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV039-BL	Labelling samples	labeled_INCOV039-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV040-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV040-AC	Labelling samples	labeled_INCOV040-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV040-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV040-BL	Labelling samples	labeled_INCOV040-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV041-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV041-AC	Labelling samples	labeled_INCOV041-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV041-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV041-BL	Labelling samples	labeled_INCOV041-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV042-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV042-AC	Labelling samples	labeled_INCOV042-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV042-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV042-BL	Labelling samples	labeled_INCOV042-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV043-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV043-AC	Labelling samples	labeled_INCOV043-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV043-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV043-BL	Labelling samples	labeled_INCOV043-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV044-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV044-AC	Labelling samples	labeled_INCOV044-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV044-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV044-BL	Labelling samples	labeled_INCOV044-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV045-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV045-AC	Labelling samples	labeled_INCOV045-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV045-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV045-BL	Labelling samples	labeled_INCOV045-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV047-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV047-AC	Labelling samples	labeled_INCOV047-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV047-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV047-BL	Labelling samples	labeled_INCOV047-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV048-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV048-BL	Labelling samples	labeled_INCOV048-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV049-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV049-AC	Labelling samples	labeled_INCOV049-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV049-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV049-BL	Labelling samples	labeled_INCOV049-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV050-AC	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV050-AC	Labelling samples	labeled_INCOV050-AC	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
INCOV050-BL	Extraction	100microLiter of plasma was aliquoted and transported on dry ice	extract_INCOV050-BL	Labelling samples	labeled_INCOV050-BL	Proximity extension assay	Olink Bioscience	92	5	real-time PCR	high-throughput microfludic real-time PCR	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-data.csv	feature annotation	../../data/Su_2020_FAIR\proteomics\proteomics_Su_2020_feature-metadata.csv
