"","accession","charge","formula","inchi","inchikey","kegg.compound.id","molecular.mass","monoisotopic.mass","name","n.stars","smiles","chebi.id","query","HMDB","complete.match.noncasesensitive","complete.match.casesensitive","complete.match.firstentry","match.score","annotation.score"
"255",73685,0,"C7H12N2O4","InChI=1S/C7H12N2O4/c1-4(10)9-5(7(12)13)2-3-6(8)11/h5H,2-3H2,1H3,(H2,8,11)(H,9,10)(H,12,13)","KSMRODHGGIIXDV-UHFFFAOYSA-N",NA,188.1812,188.07971,"N(2)-acetylglutamine;Aceglutamide [INN];Acetylglutamine;GlcNAc;N-Acetylglutamine",3,"CC(=O)NC(CCC(N)=O)C(O)=O",73685,"N-acetylglutamine","HMDB06029",TRUE,FALSE,FALSE,1,3
"256",70976,0,"C13H14N2O3","InChI=1S/C13H14N2O3/c1-8(16)15-12(13(17)18)6-9-7-14-11-5-3-2-4-10(9)11/h2-5,7,12,14H,6H2,1H3,(H,15,16)(H,17,18)","DZTHIGRZJZPRDV-UHFFFAOYSA-N",NA,246.2619,246.10044,"N-acetyltryptophan;Acetyltryptophan;N-acetyl-DL-tryptophan;N-acetyltryptophane",3,"CC(=O)NC(Cc1c[nH]c2ccccc12)C(O)=O",70976,"N-acetyltryptophan",NA,TRUE,TRUE,TRUE,2,0
"257",21626,0,"C11H13NO3","InChI=1S/C11H13NO3/c1-8(13)12-10(11(14)15)7-9-5-3-2-4-6-9/h2-6,10H,7H2,1H3,(H,12,13)(H,14,15)","CBQJSKKFNMDLON-UHFFFAOYSA-N",NA,207.22586,207.08954,"N-acetylphenylalanine;afalanina;afalanine;afalaninum;N-Acetyl-3-phenyl-DL-alanine",3,"CC(=O)NC(Cc1ccccc1)C(O)=O",21626,"N-acetylphenylalanine",NA,TRUE,TRUE,TRUE,2,0
"258",88494,0,"C11H21N3O5","InChI=1S/C11H21N3O5/c12-7(10(16)17)3-1-2-6-14-9(15)5-4-8(13)11(18)19/h7-8H,1-6,12-13H2,(H,14,15)(H,16,17)(H,18,19)/t7-,8-/m0/s1","JPKNLFVGUZRHOB-YUMQZZPRSA-N",NA,275.302,275.14812,"epsilon-(gamma-glutamyl)lysine;epsilon-(gamma-L-Glutamyl)-L-lysine;epsilon-(L-gamma-glutamyl)-L-lysine;gamma-Glu-epsilon-Lys;gamma-glutamyl-epsilon-lysine;L-gamma-glutamyl-L-epsilon-lysine;N(6)-L-gamma-Glutamyl-L-lysine;N(epsilon)-(gamma-Glutamyl)-lysine",3,"O=C(CC[C@H](N)C(O)=O)NCCCC[C@H](N)C(O)=O",88494,"gamma-glutamyl-epsilon-lysine","HMDB03869;HMDB0003869",TRUE,TRUE,FALSE,2,3
"259",28821,0,"C17H19NO3","InChI=1S/C17H19NO3/c19-17(18-10-4-1-5-11-18)7-3-2-6-14-8-9-15-16(12-14)21-13-20-15/h2-3,6-9,12H,1,4-5,10-11,13H2/b6-2+,7-3+","MXXWOMGUGJBKIW-YPCIICBESA-N","C03882",285.3377,285.13649,"piperine;(E,E)-1-piperoylpiperidine;1-[(2E,4E)-5-(1,3-benzodioxol-5-yl)-1-oxo-2,4-pentadienyl]piperidine;1-[(2E,4E)-5-(1,3-benzodioxol-5-yl)-2,4-pentadienoyl]piperidine;1-Piperoyl-piperidine;1-piperoylpiperidine;N-[(E,E)-Piperoyl]piperidine",3,"O=C(\C=C\C=C\c1ccc2OCOc2c1)N1CCCCC1",28821,"piperine","HMDB29377;HMDB0029377",TRUE,TRUE,TRUE,4,6
"260",28623,0,"C28H48O","InChI=1S/C28H48O/c1-18(2)19(3)7-8-20(4)24-11-12-25-23-10-9-21-17-22(29)13-15-27(21,5)26(23)14-16-28(24,25)6/h9,18-20,22-26,29H,7-8,10-17H2,1-6H3/t19-,20-,22+,23+,24-,25+,26+,27+,28-/m1/s1","SGNBVLSWZMBQTH-PODYLUTMSA-N","C01789",400.68012,400.37052,"campesterol;(24R)ergost-5-en-3beta-ol",3,"[H][C@@]1(CC[C@@]2([H])[C@]3([H])CC=C4C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CC[C@@H](C)C(C)C",28623,"campesterol","HMDB02869;HMDB0002869",TRUE,TRUE,TRUE,4,6
"261",84634,0,"C21H41NO4","InChI=1S/C21H41NO4/c1-5-6-7-8-9-10-11-12-13-14-15-16-21(25)26-19(17-20(23)24)18-22(2,3)4/h19H,5-18H2,1-4H3/t19-/m1/s1","PSHXNVGSVNEJBD-LJQANCHMSA-N",NA,371.5545,371.30356,"O-tetradecanoyl-L-carnitine;(-)-Myristoylcarnitine;(-)-Tetradecanoylcarnitine;(R)-myristoylcarnitine;(R)-Tetradecanoylcarnitine;L-Myristoylcarnitine;Myristoyl-L-(-)-carnitine;myristoyl-L-carnitine;Myristoylcarnitine;O-tetradecanoyl-(R)-carnitine;tetradecanoyl-L-carnitine",3,"CCCCCCCCCCCCCC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C",84634,"myristoylcarnitine (C14)","HMDB0005066;HMDB05066",FALSE,FALSE,FALSE,0.5,3
"262",84056,0,"C8H15NO3","InChI=1S/C8H15NO3/c1-4-5(2)7(8(11)12)9-6(3)10/h5,7H,4H2,1-3H3,(H,9,10)(H,11,12)","JDTWZSUNGHMMJM-UHFFFAOYSA-N",NA,173.2096,173.10519,"N-acetylisoleucine;DL-acetylalloisoleucine;N-acetyl-DL-isoleucine",3,"CCC(C)C(NC(C)=O)C(O)=O",84056,"N-acetylisoleucine",NA,TRUE,TRUE,TRUE,2,0
"263",83052,-1,"C19H35O2","InChI=1S/C19H36O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19(20)21/h9-10H,2-8,11-18H2,1H3,(H,20,21)/p-1","BBOWBNGUEWHNQZ-UHFFFAOYSA-M",NA,295.4805,295.26425,"10-nonadecenoate;nonadec-10-enoate",3,"CCCCCCCCC=CCCCCCCCCC([O-])=O",83052,"10-nonadecenoate (19:1n9)",NA,FALSE,FALSE,FALSE,0.5,0
"264",133736,-1,"C17H31O2","InChI=1S/C17H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17(18)19/h7-8H,2-6,9-16H2,1H3,(H,18,19)/p-1","GDTXICBNEOEPAZ-UHFFFAOYSA-M",NA,267.427,267.23295,"10-heptadecenoate;17:1n7",3,"C([O-])(=O)CCCCCCCCC(=C(CCCCCC)[H])[H]",133736,"10-heptadecenoate (17:1n7)",NA,FALSE,FALSE,FALSE,0.5,0
"265",83040,0,"C19H30O5S","InChI=1S/C19H30O5S/c1-18-9-7-13(24-25(21,22)23)11-12(18)3-4-14-15-5-6-17(20)19(15,2)10-8-16(14)18/h12-16H,3-11H2,1-2H3,(H,21,22,23)/t12-,13-,14-,15-,16-,18-,19-/m0/s1","ZMITXKRGXGRMKS-LUJOEAJASA-N",NA,370.505,370.1814,"epiandrosterone sulfate;(3beta,5alpha)-17-oxoandrostan-3-yl hydrogen sulfate",3,"C1[C@@]2([C@@]([C@@]3([C@](C[C@@H](OS(O)(=O)=O)CC3)(C1)[H])C)(CC[C@@]4(C(CC[C@@]24[H])=O)C)[H])[H]",83040,"epiandrosterone sulfate","HMDB62657;HMDB0062657",TRUE,TRUE,TRUE,4,3
"266",86910,0,"C8H11N3O3","InChI=1S/C8H11N3O3/c1-5(12)11-7(8(13)14)2-6-3-9-4-10-6/h3-4,7H,2H2,1H3,(H,9,10)(H,11,12)(H,13,14)","KBOJOGQFRVVWBH-UHFFFAOYSA-N",NA,197.194,197.08004,"N-acetylhistidine;2-acetamido-3-(1H-imidazol-5-yl)propanoic acid",3,"C(=O)(C(CC=1NC=NC1)NC(=O)C)O",86910,"N-acetylhistidine",NA,TRUE,TRUE,TRUE,2,0
"267",133028,0,"C16H19N3O5","InChI=1S/C16H19N3O5/c17-11(15(21)22)5-6-14(20)19-13(16(23)24)7-9-8-18-12-4-2-1-3-10(9)12/h1-4,8,11,13,18H,5-7,17H2,(H,19,20)(H,21,22)(H,23,24)/t11-,13-/m0/s1","CATMPQFFVNKDEY-AAEUAGOBSA-N",NA,333.34,333.13247,"gamma-Glu-Trp;gamma-glutamyltryptophan;L-gamma-Glu-L-Trp",3,"N[C@H](C(O)=O)CCC(=O)N[C@H](C(=O)O)CC1=CNC2=C1C=CC=C2",133028,"gamma-glutamyltryptophan","HMDB0029160;HMDB29160",TRUE,TRUE,FALSE,2,3
"268",35280,0,"C7H13NO2","InChI=1S/C7H13NO2/c1-8(2)5-3-4-6(8)7(9)10/h6H,3-5H2,1-2H3/t6-/m0/s1","CMUNUTVVOOHQPW-LURJTMIESA-N","C10172",143.1836,143.09463,"L-proline betaine;(S)-2-carboxylato-1,1-dimethylpyrrolidinium;N,N-dimethyl-L-proline;proline betaine;Stachydrine",3,"C[N+]1(C)CCC[C@H]1C([O-])=O",35280,"stachydrine","HMDB04827;HMDB0004827",TRUE,FALSE,FALSE,2,6
"269",64669,-1,"C5H9O3","InChI=1S/C5H10O3/c1-3(2)4(6)5(7)8/h3-4,6H,1-2H3,(H,7,8)/p-1","NGEWQZIDQIYUNV-UHFFFAOYSA-M",NA,117.1232,117.05572,"2-hydroxy-3-methylbutyrate;2-Hydroxyisopentanoate;2-Hydroxyisovalerate;2-Oxyisovalerate;3-Methyl-2-hydroxybutyrate;A-hydroxyisovalerate;alpha-hydroxyisovalerate;DL-2-Hydroxy-3-methylbutanoate;DL-2-Hydroxyisovalerate;DL-a-hydroxyisovalerate;DL-alpha-hydroxyisovalerate",3,"CC(C)C(O)C([O-])=O",64669,"alpha-hydroxyisovalerate",NA,TRUE,TRUE,FALSE,2,0
"270",166487,0,"C13H18ClNO2","InChI=1S/C13H18ClNO2/c1-9(15-13(2,3)8-16)12(17)10-5-4-6-11(14)7-10/h4-7,9,15-16H,8H2,1-3H3","AKOAEVOSDHIVFX-UHFFFAOYSA-N",NA,255.74,255.10261,"Hydroxybupropion",2,"ClC=1C=C(C(=O)C(NC(CO)(C)C)C)C=CC1",166487,"hydroxybupropion",NA,TRUE,FALSE,FALSE,4,0
"271",82968,0,"C9H16N2O6","InChI=1S/C9H16N2O6/c1-4(12)7(9(16)17)11-6(13)3-2-5(10)8(14)15/h4-5,7,12H,2-3,10H2,1H3,(H,11,13)(H,14,15)(H,16,17)","GWNXFCYUJXASDX-UHFFFAOYSA-N",NA,248.2331,248.10084,"gamma-glutamylthreonine;gamma-Glu-Thr",3,"CC(O)C(NC(=O)CCC(N)C(O)=O)C(O)=O",82968,"gamma-glutamylthreonine",NA,TRUE,TRUE,TRUE,4,0
"272",82914,0,"C7H8O4S","InChI=1S/C7H8O4S/c1-6-2-4-7(5-3-6)11-12(8,9)10/h2-5H,1H3,(H,8,9,10)","WGNAKZGUSRVWRH-UHFFFAOYSA-N",NA,188.201,188.01433,"p-cresol sulfate;4-cresol sulfate;sulfuric acid mono-p-tolyl ester",3,"Cc1ccc(OS(O)(=O)=O)cc1",82914,"p-cresol sulfate","HMDB11635;HMDB0011635",TRUE,TRUE,TRUE,4,3
"273",8228,0,"C19H20N2O3S","InChI=1S/C19H20N2O3S/c1-2-13-3-6-15(20-12-13)9-10-24-16-7-4-14(5-8-16)11-17-18(22)21-19(23)25-17/h3-8,12,17H,2,9-11H2,1H3,(H,21,22,23)","HYAFETHFCAUJAY-UHFFFAOYSA-N","C07675",356.43978,356.11946,"pioglitazone;(+-)-5-((4-(2-(5-ethyl-2-pyridinyl)ethoxy)phenyl)methyl)-2,4-thiazolidinedione;pioglitazona;pioglitazonum",3,"CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1",8228,"pioglitazone","HMDB15264;HMDB0015264",TRUE,TRUE,TRUE,4,6
"274",48991,0,"C6H6N4O2","InChI=1S/C6H6N4O2/c1-10-2-7-4-3(10)5(11)9-6(12)8-4/h2H,1H3,(H2,8,9,11,12)","PFWLFWPASULGAN-UHFFFAOYSA-N","C16353",166.1376,166.04908,"7-methylxanthine;3,7-dihydro-7-methyl-1H-purine-2,6-dione;7-Methylxanthin;Heteroxanthin;Heteroxanthine",3,"Cn1cnc2[nH]c(=O)[nH]c(=O)c12",48991,"7-methylxanthine","HMDB0001991;HMDB01991",TRUE,TRUE,TRUE,4,6
"275",132940,NA,NA,NA,NA,NA,NA,NA,"1,3,7-trimethylurate;1,3,7-trimethylurate anion;1,3,7-trimethyluric acid anion",3,NA,132940,"1,3,7-trimethylurate",NA,TRUE,TRUE,TRUE,4,0
"276",32643,0,"C8H10N4O4","InChI=1S/C8H10N4O4/c1-4(14)10-5-6(9-3-13)11-8(16)12(2)7(5)15/h3H,1-2H3,(H,9,13)(H,10,14)(H,11,16)","RDZNZFGKEVDNPK-UHFFFAOYSA-N","C16365",226.1894,226.0702,"5-acetamido-6-formamido-3-methyluracil;5-Acetylamino-6-formylamino-3-methyluracil;AFMU",3,"CC(=O)Nc1c(NC=O)[nH]c(=O)n(C)c1=O",32643,"5-acetylamino-6-formylamino-3-methyluracil","HMDB0011105;HMDB11105",TRUE,FALSE,FALSE,2,6
"277",80473,0,"C7H10N4O3","InChI=1S/C7H10N4O3/c1-3(12)9-4-5(8)10-7(14)11(2)6(4)13/h8H2,1-2H3,(H,9,12)(H,10,14)","POQOTWQIYYNXAT-UHFFFAOYSA-N","C16366",198.1793,198.07529,"5-Acetylamino-6-amino-3-methyluracil;5-Ammu;AAMU;N-(6-amino-3-methyl-2,4-dioxo-1,2,3,4-tetrahydropyrimidin-5-yl)acetamide",2,"CC(=O)Nc1c(N)[nH]c(=O)n(C)c1=O",80473,"5-acetylamino-6-amino-3-methyluracil","HMDB04400;HMDB0004400",TRUE,FALSE,FALSE,4,4
"278",68443,NA,NA,NA,NA,NA,NA,NA,"1-methylxanthine;1-methylxanthines",3,NA,68443,"1-methylxanthine",NA,TRUE,TRUE,TRUE,4,0
"279",19065,0,"C11H14N4O5","InChI=1S/C11H14N4O5/c1-14-3-13-9-6(10(14)19)12-4-15(9)11-8(18)7(17)5(2-16)20-11/h3-5,7-8,11,16-18H,2H2,1H3/t5-,7-,8-,11-/m1/s1","WJNGQIYEQLPJMN-IOSLPCCCSA-N",NA,282.2527,282.09642,"1-methylinosine;m(1)i;N1-Methylinosine",3,"Cn1cnc2n(cnc2c1=O)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O",19065,"N1-methylinosine","HMDB0002721;HMDB02721",TRUE,FALSE,FALSE,1,3
"280",181550,0,"C12H17N5O5","InChI=1S/C12H17N5O5/c1-16(2)12-14-9-6(10(21)15-12)13-4-17(9)11-8(20)7(19)5(3-18)22-11/h4-5,7-8,11,18-20H,3H2,1-2H3,(H,14,15,21)","RSPURTUNRHNVGF-UHFFFAOYSA-N",NA,311.298,311.12297,"N2,N2-Dimethylguanosine (incomplete stereochemisrty)",2,"O1C(N2C=3N=C(NC(=O)C3N=C2)N(C)C)C(O)C(O)C1CO",181550,"N2,N2-dimethylguanosine",NA,FALSE,FALSE,FALSE,0.5,0
"281",21440,0,"C15H20N6O8","InChI=1S/C15H20N6O8/c1-5(23)7(14(26)27)19-15(28)20-11-8-12(17-3-16-11)21(4-18-8)13-10(25)9(24)6(2-22)29-13/h3-7,9-10,13,22-25H,2H2,1H3,(H,26,27)(H2,16,17,19,20,28)/t5-,6-,7+,9-,10-,13-/m1/s1","UNUYMBPXEFMLNW-DWVDDHQFSA-N",NA,412.355,412.13426,"N-[(9-beta-D-ribofuranosylpurin-6-yl)carbamoyl]threonine;N(6)-(N-Threonylcarbonyl)adenosine;N-(Purin-6-ylcarbamoyl)-L-threonine riboside;N-[(9-beta-D-ribofuranosylpurin-6-yl)carbamoyl]-L-threonine;N6-Carbamoyl-L-threonyladenosine;N6-Carbamoylthreonyladenosine;N6-Threonylcarbamoyladenosine;T6a;t(6)a",3,"C1(=NC=NC=2N(C=NC12)[C@@H]3O[C@@H]([C@H]([C@H]3O)O)CO)NC(N[C@H](C(O)=O)[C@@H](C)O)=O",21440,"N6-carbamoylthreonyladenosine",NA,TRUE,FALSE,FALSE,1,0
"282",25722,0,"C10H12N2O8","InChI=1S/C10H12N2O8/c13-2-4-6(15)7(16)8(20-4)12-3(9(17)18)1-5(14)11-10(12)19/h1,4,6-8,13,15-16H,2H2,(H,17,18)(H,11,14,19)/t4-,6-,7-,8-/m1/s1","FKCRAVPPBFWEJD-XVFCMESISA-N",NA,288.2109,288.05937,"orotidine;3-Ribofuranosylorotic acid;6-Carboxyuridine",3,"OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1c(cc(=O)[nH]c1=O)C(O)=O",25722,"orotidine","HMDB0000788;HMDB00788",TRUE,TRUE,TRUE,4,3
"283",133613,-1,"C9H8NO4","InChI=1S/C9H9NO4/c11-7-3-1-6(2-4-7)9(14)10-5-8(12)13/h1-4,11H,5H2,(H,10,14)(H,12,13)/p-1","ZMHLUFWWWPBTIU-UHFFFAOYSA-M",NA,194.164,194.04588,"p-hydroxyhippurate;4-hydroxybenzoylglycinate;4-hydroxyhippurate;p--hydroxybenzoylglycinate",3,"C=1C=C(C=CC1C(NCC([O-])=O)=O)O",133613,"4-hydroxyhippurate",NA,TRUE,TRUE,FALSE,2,0
"284",70984,0,"C7H13NO3","InChI=1S/C7H13NO3/c1-5(2)3-6(9)8-4-7(10)11/h5H,3-4H2,1-2H3,(H,8,9)(H,10,11)","ZRQXMKMBBMNNQC-UHFFFAOYSA-N",NA,159.183,159.08954,"N-isovalerylglycine;2-(3-Methylbutanoylamino)ethanoic acid;isopentanoylglycine;isovalerylglycine;N-isopentanoylglycine;N-Isovaleroylglycine",3,"CC(C)CC(=O)NCC(O)=O",70984,"isovalerylglycine","HMDB0000678;HMDB00678",TRUE,TRUE,FALSE,2,3
"285",7563,0,"C8H8N2O3","InChI=1S/C8H8N2O3/c11-7(12)5-10-8(13)6-2-1-3-9-4-6/h1-4H,5H2,(H,10,13)(H,11,12)","ZBSGKPYXQINNGF-UHFFFAOYSA-N","C05380",180.1607,180.05349,"N-nicotinoylglycine;N-(Pyridin-3-ylcarbonyl)glycine;N-Nicotinylglycine;Nicotinoylglycine;Nicotinurate;Nicotinuric acid;Nicotinylglycine",3,"OC(=O)CNC(=O)c1cccnc1",7563,"nicotinurate","HMDB0003269;HMDB03269",TRUE,FALSE,FALSE,2,6
"286",2274,0,"C6H7N5O",NA,NA,"C02242",165.153,165.06506,"7-methylguanine",3,NA,2274,"7-methylguanine","HMDB00897;HMDB0000897",TRUE,TRUE,TRUE,4,6
"287",20129,0,"C10H15N3O5","InChI=1S/C10H15N3O5/c1-12-6(11)2-3-13(10(12)17)9-8(16)7(15)5(4-14)18-9/h2-3,5,7-9,11,14-16H,4H2,1H3/t5-,7-,8-,9-/m1/s1","RDPUKVRQKWBSPK-ZOQUXTDFSA-N",NA,257.24332,257.10117,"3-methylcytidine;3-methyl-4,N(4)-didehydro-3,4-dihydrocytidine",3,"Cn1c(=N)ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1=O",20129,"3-methylcytidine","HMDB0240577",TRUE,TRUE,TRUE,4,3
"288",73026,0,"C12H23NO4","InChI=1S/C12H23NO4/c1-6-9(2)12(16)17-10(7-11(14)15)8-13(3,4)5/h9-10H,6-8H2,1-5H3","IHCPDBBYTYJYIL-UHFFFAOYSA-N",NA,245.3153,245.16271,"2-methylbutyrylcarnitine;2-Methylbutyroylcarnitine;3-[(2-methylbutanoyl)oxy]-4-(trimethylammonio)butanoate",3,"CCC(C)C(=O)OC(CC([O-])=O)C[N+](C)(C)C",73026,"2-methylbutyrylcarnitine (C5)","HMDB0000378;HMDB00378",FALSE,FALSE,FALSE,0.5,3
"289",27905,0,"C6H6O4S","InChI=1S/C6H6O4S/c7-11(8,9)10-6-4-2-1-3-5-6/h1-5H,(H,7,8,9)","CTYRPMDGLDAWRQ-UHFFFAOYSA-N","C02180",174.17544,173.99868,"phenyl hydrogen sulfate;Phenol sulfate;phenylsulfate",3,"OS(=O)(=O)Oc1ccccc1",27905,"phenol sulfate","HMDB60015;HMDB0060015",TRUE,FALSE,FALSE,2,6
"290",73028,0,"C10H17NO6","InChI=1S/C10H17NO6/c1-11(2,3)6-7(4-8(12)13)17-10(16)5-9(14)15/h7H,4-6H2,1-3H3,(H-,12,13,14,15)","ZGNBLKBZJBJFDG-UHFFFAOYSA-N",NA,247.2451,247.10559,"O-malonylcarnitine;3-[(carboxyacetyl)oxy]-4-(trimethylammonio)butanoate;malonylcarnitine",3,"C[N+](C)(C)CC(CC([O-])=O)OC(=O)CC(O)=O",73028,"malonylcarnitine",NA,TRUE,TRUE,FALSE,2,0
"291",64390,0,"C8H15NO3","InChI=1S/C8H15NO3/c1-2-3-4-5-7(10)9-6-8(11)12/h2-6H2,1H3,(H,9,10)(H,11,12)","UPCKIPHSXMXJOX-UHFFFAOYSA-N",NA,173.2096,173.10519,"N-hexanoylglycine;Caproylglycine;Hexanoylglycine;N-(1-oxohexyl)glycine;N-caproylglycine",3,"CCCCCC(=O)NCC(O)=O",64390,"hexanoylglycine","HMDB00701;HMDB0000701",TRUE,FALSE,FALSE,2,3
"292",89228,0,"C6H12O3","InChI=1S/C6H12O3/c1-3-4(2)5(7)6(8)9/h4-5,7H,3H2,1-2H3,(H,8,9)/t4-,5-/m1/s1","RILPIWOPNGRASR-RFZPGFLSSA-N",NA,132.158,132.07864,"(2R,3R)-2-hydroxy-3-methylpentanoic acid;(2R,3R)-2-hydroxy-3-methyl-pentanoate;(2R,3R)-2-hydroxy-3-methyl-pentanoic acid;(2R,3R)-2-hydroxy-3-methylpentanoate;(2R,3R)-2-hydroxy-3-methylvaleric acid;(2R,3R)-isoleucic acid;(R,R)-isoleucic acid;2-Hydroxy-3-methyl-pentanoate;2-Hydroxy-3-methyl-pentanoic acid;2-Hydroxy-3-methyl-Valerate;2-Hydroxy-3-methyl-valeric acid;2-Hydroxy-3-methylpentanoate;2-Hydroxy-3-methylvalerate;2-Hydroxy-3-methylvaleric acid;2R-hydroxy-3R-methyl-pentanoic acid;A-Hydroxy-b-methylvalerate;A-Hydroxy-b-methylvaleric acid;alpha-Hydroxy-beta-methylvalerate;alpha-Hydroxy-beta-methylvaleric acid;HMVA",2,"O[C@H]([C@@H](CC)C)C(O)=O",89228,"2-hydroxy-3-methylvalerate","HMDB00317;HMDB0000317",TRUE,FALSE,FALSE,2,2
"293",84094,0,"C19H28O5S","InChI=1S/C19H28O5S/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(24-25(21,22)23)19(15,2)10-8-16(14)18/h11,14-17H,3-10H2,1-2H3,(H,21,22,23)/t14-,15-,16-,17-,18-,19-/m0/s1","WAQBISPOEAOCOG-DYKIIFRCSA-N",NA,368.488,368.16575,"testosterone sulfate;testosterone-17beta-sulfate",3,"C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2OS(O)(=O)=O",84094,"testosterone sulfate","HMDB0002833;HMDB02833",TRUE,TRUE,TRUE,4,3
"294",73004,0,"C21H44NO7P","InChI=1S/C21H44NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-21(24)27-18-20(23)19-29-30(25,26)28-17-16-22/h20,23H,2-19,22H2,1H3,(H,25,26)/t20-/m1/s1","YVYMBNSKXOXSKW-HXUWFJFHSA-N",NA,453.551,453.28554,"1-hexadecanoyl-sn-glycero-3-phosphoethanolamine zwitterion;1-hexadecanoyl-sn-glycero-3-phosphoethanolamine;1-palmitoyl-GPE;1-palmitoyl-GPE (16:0);1-palmitoyl-sn-glycero-3-phosphoethanolamine zwitterion;2-ammonioethyl (2R)-2-hydroxy-3-(palmitoyloxy)propyl phosphate;GPE(16:0);GPE(16:0/0:0);PE(16:0/0:0)",3,"[C@@H](COC(=O)CCCCCCCCCCCCCCC)(COP(OCC[NH3+])(=O)[O-])O",73004,"1-palmitoyl-GPE (16:0)","HMDB11503;HMDB0011503",TRUE,TRUE,FALSE,1,3
"295",49006,0,"C8H15N3O4","InChI=1S/C8H15N3O4/c1-5(12)11-6(7(13)14)3-2-4-10-8(9)15/h6H,2-4H2,1H3,(H,11,12)(H,13,14)(H3,9,10,15)","WMQMIOYQXNRROC-UHFFFAOYSA-N",NA,217.22252,217.10626,"N-acetylcitrulline;2-(acetylamino)-5-[(aminocarbonyl)amino]pentanoic acid",3,"CC(=O)NC(CCCNC(N)=O)C(O)=O",49006,"N-acetylcitrulline",NA,TRUE,TRUE,TRUE,2,0
"296",65097,-1,"C16H31O3","InChI=1S/C16H32O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15(17)16(18)19/h15,17H,2-14H2,1H3,(H,18,19)/p-1","JGHSBPIZNUXPLA-UHFFFAOYSA-M",NA,271.4155,271.22787,"2-hydroxyhexadecanoate;2-hydroxypalmitate",3,"CCCCCCCCCCCCCCC(O)C([O-])=O",65097,"2-hydroxypalmitate",NA,TRUE,TRUE,FALSE,2,0
"297",70979,0,"C6H11NO3","InChI=1S/C6H11NO3/c1-4(2)6(10)7-3-5(8)9/h4H,3H2,1-2H3,(H,7,10)(H,8,9)","DCICDMMXFIELDF-UHFFFAOYSA-N",NA,145.1564,145.07389,"N-isobutyrylglycine;isobutanoylglycine;isobutyrylglycine;N-isobutanoylglycine",3,"CC(C)C(=O)NCC(O)=O",70979,"isobutyrylglycine","HMDB0000730;HMDB00730",TRUE,TRUE,FALSE,2,3
"298",82952,0,"C12H21NO6","InChI=1S/C12H21NO6/c1-13(2,3)8-9(7-11(16)17)19-12(18)6-4-5-10(14)15/h9H,4-8H2,1-3H3,(H-,14,15,16,17)/t9-/m1/s1","NXJAXUYOQLTISD-SECBINFHSA-N",NA,275.2982,275.13689,"O-glutaroyl-L-carnitine;glutaroyl carnitine;glutaryl-L-carnitine;glutarylcarnitine",3,"C[N+](C)(C)C[C@@H](CC([O-])=O)OC(=O)CCCC(O)=O",82952,"glutarylcarnitine (C5-DC)","HMDB13130;HMDB0013130",FALSE,FALSE,FALSE,0.5,3
"299",71179,0,"C12H21NO4","InChI=1S/C12H21NO4/c1-6-9(2)12(16)17-10(7-11(14)15)8-13(3,4)5/h6,10H,7-8H2,1-5H3/b9-6+","WURBQCVBQNMUQT-RMKNXTFCSA-N",NA,243.2994,243.14706,"O-tiglylcarnitine;3-{[(2E)-2-methylbut-2-enoyl]oxy}-4-(trimethylammonio)butanoate;tiglylcarnitine",3,"C\C=C(/C)C(=O)OC(CC([O-])=O)C[N+](C)(C)C",71179,"tiglylcarnitine (C5:1-DC)","HMDB02366",FALSE,FALSE,FALSE,0.5,3
"300",71062,0,"C6H6O5S","InChI=1S/C6H6O5S/c7-5-1-3-6(4-2-5)11-12(8,9)10/h1-4,7H,(H,8,9,10)","FPXPQMOQWJZYBL-UHFFFAOYSA-N",NA,190.175,189.99359,"quinol sulfate;1,4-Benzenediol, mono(hydrogen sulfate);Hydroquinone mono(hydrogen sulfate);hydroquinone monosulfate;hydroquinone sulfate;quinol monosulfate",3,"C=1C=C(C=CC1OS(O)(=O)=O)O",71062,"hydroquinone sulfate","HMDB0240263",TRUE,TRUE,FALSE,2,3
"301",68505,0,"C6H6O5S","InChI=1S/C6H6O5S/c7-5-3-1-2-4-6(5)11-12(8,9)10/h1-4,7H,(H,8,9,10)","MZPWKJZDOCIALD-UHFFFAOYSA-N",NA,190.175,189.99359,"pyrocatechol sulfate;(2-hydroxyphenyl)oxidanesulfonic acid;1,2-Benzenediol mono(hydrogen sulfate);1,2-Benzenediol mono(hydrogen sulphate);catechol monosulfate;catechol sulfate;pyrocatechol hydrogen sulfate;pyrocatechol monosulfate",3,"C=1C=CC=C(C1OS(O)(=O)=O)O",68505,"catechol sulfate","HMDB59724;HMDB0059724",TRUE,TRUE,FALSE,2,3
